IncidentID,Case Number,DateID,CrimeTypeID,LocationID,Arrest,Domestic,Location Description Encoded
8589208,HV263961,64227,7,135628,False,False,17
8526217,HV202696,59473,11,107916,False,False,17
10095396,HY284251,408117,27,597945,True,False,17
9952711,HY141146,22755,110,38050,True,False,125
10632885,HZ385598,554002,6,718688,True,False,125
10284520,HY472287,457400,87,400208,True,False,110
9784708,HX433791,352834,58,387561,False,False,121
9916732,HY106460,14462,22,7457,False,False,76
9692097,HX341922,330445,33,513042,False,False,111
10778707,HZ545237,597559,10,26536,False,False,72
9286079,HW430210,234564,8,195129,False,False,44
10325242,HY515422,469716,1,20125,True,True,32
10572436,HZ320309,535571,4,702890,False,False,121
8789135,HV463254,118338,3,34366,False,False,17
10593765,HZ345163,542955,22,13652,True,False,46
10238119,HY425755,444145,4,117457,False,False,17
9060477,HW205619,181470,8,319495,False,False,109
9638870,HX289596,318217,1,179437,True,True,109
10245229,HY433301,446193,3,92938,False,False,120
8805882,HV479307,122143,21,228725,False,False,125
8871996,HV544752,137264,7,254207,False,False,112
8809763,HV483037,122466,294,230052,False,False,109
10573995,HZ321746,535916,1,703220,False,True,112
8677916,HV353173,92073,29,174594,False,False,17
8471254,HV147786,46334,16,7959,False,False,17
10740830,HZ500741,584012,7,228599,False,False,113
10136578,HY320937,416967,1,373829,False,True,17
10331930,HY522662,471739,8,42326,False,False,125
9880487,HX531136,376213,8,288845,False,False,109
10008752,HY197992,386409,4,576139,False,False,121
9199998,HW345277,212965,167,367502,False,False,125
10683918,HZ437001,567526,33,730204,False,False,111
10405933,HZ142667,491672,24,671734,False,False,54
8604578,HV278146,76907,11,141885,False,False,121
9686488,HX336992,329403,6,511498,False,False,0
9933647,HY122927,18320,138,30193,False,False,53
9489918,HX143413,34890,17,20820,False,True,109
9414115,HW555009,264824,35,437574,False,False,125
9715796,HX365865,336435,22,52380,True,False,60
8753672,HV428893,110374,1,207541,False,True,17
9711350,HX361344,335321,2,518639,True,False,121
10292544,HY480284,459639,35,646803,False,False,125
10495850,HZ236623,521524,54,692246,False,True,109
8874288,HV548245,137971,27,255283,True,False,112
10475286,HZ214442,514328,7,661005,False,False,113
9270164,HW415241,230999,27,1024,True,False,72
8580804,HV253841,71218,17,94414,False,False,109
8928016,HV599756,149984,1,274580,False,True,121
10467455,HZ206436,511350,188,58465,False,False,109
9300412,HW426026,232598,92,402096,True,False,121
10771527,HZ536848,595295,1,752199,False,True,121
9622781,HX272592,314108,4,493229,False,True,17
8481526,HV158264,48898,21,86696,True,False,125
10521942,HZ264233,4417,8,7370,False,False,125
9998486,HY188644,34062,1,21202,False,True,17
8888031,HV562244,141094,301,260554,True,False,101
8657113,HV332192,88692,10,165369,False,False,125
10161553,HY350564,424047,32,604982,False,False,111
8824648,HV497815,126399,93,235946,True,False,112
10693638,HZ448479,570806,1,727738,True,True,125
9443115,HW587358,271818,54,66400,False,True,121
10455223,HZ194800,508666,3,683953,False,False,121
10471483,HZ210347,513368,32,224389,False,False,76
9880658,HX531255,376384,4,3012,True,False,60
8661405,HV333091,88979,22,21856,False,False,122
8956661,HW105826,157292,1,227269,False,True,17
9965451,HY155159,25995,39,43592,True,False,125
9078372,HW223470,185875,62,325743,True,False,135
9484627,HX138338,281784,1,103015,False,True,17
8804216,HV477964,121796,98,228039,False,False,125
10554923,HZ301223,530134,4,428751,False,False,125
9030630,HW178599,174898,39,1046,True,False,119
9547916,HX199009,271090,38,128527,False,False,17
10320782,HY510016,468237,39,638385,True,False,132
9930490,HY119506,17360,10,28507,False,False,125
9337858,HW481934,246746,11,212783,True,True,109
9117620,HW262588,195290,3,339242,True,False,15
8728545,HV404693,104977,22,1661,False,False,60
8596175,HV270119,75002,1,129172,False,True,17
10143113,HY332337,419725,8,610069,False,False,125
9306446,HW450493,238752,133,172661,False,False,125
9103422,HW247890,190224,68,3812,False,False,23
8569467,HV244408,67897,3,126722,True,False,125
10115028,HY303853,402857,7,602782,False,False,132
8510162,HV187121,55879,11,100206,False,False,125
10024589,HY213356,390881,37,580116,False,False,125
9256330,HW401306,227634,1,386903,False,True,109
10554905,HZ301157,530183,10,698703,False,False,125
8578354,HV252698,71126,1,130660,False,True,121
8961916,HW110439,157989,10,250018,False,False,125
10376404,HZ112767,485738,89,2319,True,False,7
8596939,HV269415,74860,3,24886,False,False,119
10362191,HY553941,481226,7,18322,False,False,113
8676500,HV351902,93144,4,173963,False,False,125
8740512,HV416369,107634,154,202243,False,False,135
10669773,HZ421365,563514,1,726804,False,True,17
10244908,HY433034,446294,4,170620,False,False,17
10240937,HY428479,445088,177,634463,False,False,96
10414050,HZ152027,494834,4,25898,False,False,101
9273630,HW418056,231659,39,392821,True,False,121
8700949,HV350518,92838,48,1095,False,False,11
8735921,HV411606,106588,8,200239,False,False,125
8520967,HV197808,58437,1,105079,False,True,125
10163626,HY352068,423981,268,383508,False,True,109
10714961,HZ472771,577079,8,737984,False,False,89
9777076,HX427204,351222,13,537843,False,False,109
8776843,HV450584,115294,8,216839,False,False,135
8459760,HV137258,43709,8,20589,False,False,125
10684158,HZ437342,567279,32,724720,False,False,125
10622646,HZ375792,551361,16,716342,True,False,85
9685977,HX336214,329145,17,176603,False,False,17
9446967,HW590652,272718,35,446883,False,False,125
9725431,HX375287,338301,14,234271,False,False,109
9653573,HX304232,321638,1,7927,True,True,17
9979093,HY169057,29323,1,48926,False,True,109
9383868,HW527006,253401,8,428185,False,False,109
8825981,HV499239,126270,8,236552,False,False,112
10342823,HY533324,474956,4,100165,False,False,120
9751992,HX402108,345300,69,378885,True,False,125
8706689,HV383106,100102,39,187870,True,False,125
10397106,HZ131683,384305,78,452794,False,False,46
9349708,HW493341,249356,8,417790,False,False,96
8465735,HV142290,44656,3,9903,False,False,119
10449206,HZ188409,505689,32,667164,False,False,89
8512260,HV189207,56388,1,10504,False,True,101
10792086,HZ560612,601559,47,756846,False,False,121
10644494,HZ395593,556212,81,543726,True,False,121
9032557,HW180602,175223,8,212095,False,False,111
9342634,HW484951,12786,8,105163,False,False,109
10363331,HY554850,481544,55,664088,True,True,109
9064350,HW209074,182318,55,320757,False,True,135
9940333,HY129059,19987,20,32732,False,False,20
10233024,HY421027,443045,1,61359,False,True,121
9708448,HX358299,334572,3,425,True,False,113
8830125,HV502528,127497,44,64241,True,False,109
10751484,HZ512595,588355,1,186727,False,True,17
10579340,HZ328133,538009,49,2732,False,False,113
10307179,HY496046,464256,4,650511,False,False,125
8688985,HV348985,92414,36,140323,False,False,125
10370706,HZ106751,484049,90,86126,False,False,125
8985211,HW132639,162663,49,250992,False,False,50
10566758,HZ313967,533256,4,565939,False,False,110
9752127,HX402051,345228,19,530895,False,False,109
10646936,HZ398103,556732,8,255587,False,False,125
8876052,HV549877,138370,16,13021,True,False,23
9328602,HW472504,244510,62,411017,True,False,121
9569396,HX219640,301091,23,478037,False,False,17
10777949,HZ544398,597321,75,192535,True,False,101
10448246,HZ187416,506429,43,682324,True,False,112
8755853,HV430990,110911,16,208489,True,False,109
9852371,HX501440,369284,35,557883,False,False,112
9712888,HX363276,335694,12,217143,False,False,109
10750625,HZ512654,588360,1,26877,False,True,17
8439433,HV116987,38916,76,66564,True,False,132
10776072,HZ542700,596767,84,60613,True,False,125
9403987,HW547279,262269,22,18430,True,False,76
10133735,HY322437,417030,8,607512,False,False,125
9304686,HW448968,239069,39,403294,True,False,101
8543236,HV219052,63090,4,114957,False,False,96
10104375,HY293127,589654,52,200799,True,True,109
9632745,HX283652,316733,4,496235,False,False,109
10015952,HY205187,388498,21,577862,False,False,125
8745350,HV419732,107031,4,204194,False,False,135
9033303,HW180845,175443,4,311297,False,False,101
9453811,HX100962,272938,27,32388,True,False,98
8519569,HV196464,58075,11,104488,False,False,17
8699712,HV375817,98241,10,106446,False,False,125
8532883,HV209508,61022,1,86453,False,True,119
9547544,HX199871,296186,39,12055,True,False,101
8836042,HV509248,128890,21,240319,False,False,96
10197993,HY385712,432949,10,623729,False,False,125
8964109,HW112168,158867,27,26136,True,False,113
8937600,HV609170,152176,22,62601,True,False,122
8729531,HV405826,105293,11,15932,True,False,113
9926543,HY115327,16542,26,26691,False,False,101
9113187,HW225385,186345,7,326443,False,False,75
10316351,HY505261,466695,17,652671,False,False,65
9164646,HW309728,199030,24,355288,False,False,109
10244582,HY428990,517991,35,689944,False,False,121
9891350,HX541775,378882,21,113763,False,False,125
8448359,HV126216,41057,21,70965,False,False,125
9155216,HW300876,204143,4,352262,False,False,125
8596640,HV270591,75021,21,17315,False,False,125
9525088,HX180060,291522,90,467131,False,False,129
9951128,HY139723,22437,11,37519,False,False,109
9901057,HX551284,380276,4,570090,False,False,125
10370330,HZ106200,483893,11,273661,False,False,109
10670180,HZ421894,563643,3,726894,True,False,135
10752453,HZ514703,589101,27,747410,True,True,109
9662327,HX312118,323507,39,136966,True,False,121
8780234,HV446108,116061,63,218021,True,False,135
10051652,HY240795,397489,21,70194,True,False,109
9609607,HX259674,310440,8,489687,False,False,110
9923864,HY113061,16059,10,25829,True,False,125
9045640,HW190743,175550,294,314564,False,False,109
9271824,HW416584,231245,11,392271,False,True,109
9520971,HX149903,284364,92,465973,True,False,125
9710594,HX360509,335126,11,518379,True,True,109
9937979,HY126496,19293,120,31937,True,False,125
9182810,HW327559,210441,16,361252,False,False,109
8516980,HV194115,57551,6,103333,True,False,121
8870580,HV544161,136955,1,91815,False,True,121
8670131,HV345027,91556,1,170996,False,True,109
10081789,HY270184,404574,103,594442,False,False,125
9347315,HW490870,248816,82,225649,False,False,72
8954797,HW103820,156772,6,263353,True,False,109
10271156,HY459418,453456,24,154877,False,False,121
10784627,HZ552561,599489,13,755208,False,False,109
10252790,HY440772,448462,16,637450,False,False,109
9097995,HW242702,190384,3,332372,False,False,35
9044913,HW190277,177203,4,36943,False,False,96
9257684,HW402169,228052,53,248501,False,False,53
9523340,HX178645,291186,1,466741,False,True,109
9308708,HW453452,240108,3,404724,True,False,60
10274783,HY462649,454574,16,642566,False,False,109
10677065,HZ429828,565612,52,576169,False,True,17
8964278,HW112204,158649,10,287881,False,False,125
10105731,HY294244,410557,3,291097,False,False,121
8930403,HV601786,150492,1,78920,False,True,109
10232208,HY419828,440500,22,435,True,False,60
10526058,HZ268790,3889,96,6554,False,False,17
8536065,HV212791,60513,16,111892,False,False,109
10631236,HZ384209,553681,19,283049,False,False,109
9494404,HX148550,284015,76,459193,True,False,125
8806797,HV480497,122409,39,84627,True,False,125
9492613,HX146951,283641,8,458854,False,False,125
9811390,HX459965,359011,1,546917,False,True,17
10350713,HY541430,477450,4,42139,False,False,96
8667079,HV341940,90922,1,169638,False,True,109
9512060,HX166794,288328,39,422021,True,False,121
8951148,HW100435,155982,16,280045,False,False,109
8451075,HV129000,41732,8,72319,False,False,122
9503862,HX158813,286469,26,68465,False,False,121
8438851,HV116328,38770,246,66314,True,False,119
10460925,HZ199855,510067,22,7464,True,False,76
9268915,HW413877,230592,10,391341,False,False,125
8942143,HV614048,153340,53,184016,False,False,109
9184988,HW329823,210998,3,362050,False,False,96
8511752,HV188625,56206,39,49825,True,False,119
8533612,HV210388,61109,98,110821,False,False,125
8985765,HW133402,164032,39,295354,True,False,125
8450022,HV127917,41507,44,67902,False,False,101
9287293,HW431622,234883,35,98545,False,False,110
10552698,HZ299163,529411,39,698140,True,False,15
10566329,HZ314027,533942,2,701663,True,False,125
10393941,HZ130302,34394,10,57759,False,False,125
8912393,HV585837,146772,21,269514,False,False,125
9188290,HW333503,211792,20,363388,False,False,109
9434080,HW577790,269428,4,443062,False,True,109
10364171,HY556038,481523,13,664297,False,False,109
8727110,HV402833,104599,3,153172,True,False,125
9866822,HX517084,372974,181,561704,False,False,111
9107463,HW252330,192849,4,335722,False,False,125
8499568,HV176614,53428,1,95422,False,True,15
9598089,HX248885,308360,60,486546,True,True,125
10666666,HZ417350,560730,8,300700,False,False,101
9979023,HY169021,28526,11,48886,False,False,89
8881692,HV555352,139484,1,257829,False,True,125
8832736,HV503853,125215,8,238782,False,False,109
9811601,HX460301,359335,3,9458,False,False,121
8587169,HV261431,72979,16,134449,False,False,109
9499080,HX153996,285358,25,286706,True,True,17
10167434,HY355886,425486,3,616034,False,False,121
8837837,HV509214,128994,43,120544,False,False,17
10780845,HZ547841,598158,16,173759,False,True,109
8891580,HV565511,141874,8,261719,False,False,135
9384645,HW528009,257684,118,103226,False,False,109
9277547,HW421968,232592,39,321662,True,False,125
10762563,HZ525848,591891,19,438218,False,False,109
10236826,HY424750,443905,54,22690,False,True,125
10780081,HZ546756,597779,21,409975,False,False,125
9057818,HW202203,180611,1,318355,True,True,125
10466650,HZ205660,511301,11,46034,False,False,17
9727651,HX377400,335678,23,523541,False,False,109
9380084,HW523148,256476,32,426992,False,False,109
9378478,HW521309,256160,11,226569,False,False,110
9178652,HW323685,209559,1,359991,False,True,121
9607225,HX257272,310242,32,409974,False,False,109
10667761,HZ383427,560779,163,454910,False,False,96
8849611,HV522659,132093,39,32731,True,False,121
8929534,HV598753,150263,97,275027,False,False,17
9740539,HX390824,342589,1,527587,False,True,121
8654515,HV330165,88378,39,108929,True,False,121
10585307,HZ335220,540004,29,175465,False,False,17
10513643,HZ255244,1326,22,2300,True,False,122
10599940,HZ351257,544646,3,1662,False,False,72
10732549,HZ491861,582802,51,149871,True,False,121
9469016,HX122218,277990,39,19799,True,False,121
10430145,HZ167990,500510,48,310409,False,False,17
10263130,HY431640,451264,16,639800,False,False,122
10537058,HZ281202,10058,124,16123,True,False,121
10662827,HZ413513,561026,4,713121,False,False,125
8675789,HV351300,92836,8,173627,False,False,121
10350585,HY540915,477398,22,904,False,False,122
10684570,HZ436572,567017,44,72358,False,True,125
9360115,HW503458,251840,1,218834,False,True,17
10727617,HZ486715,581127,19,741148,False,False,109
10385733,HZ122021,519908,8,502249,False,False,96
9370214,HW513221,254175,7,236330,False,False,113
8735312,HV410829,106141,21,199896,False,False,125
9715486,HX365487,333746,103,519948,False,False,125
8722437,HV399017,103722,35,194770,False,False,125
8929820,HV601326,150335,87,275168,True,False,125
9993393,HY183353,32770,19,6905,False,True,109
10300821,HY489044,462296,16,648931,False,True,109
8760469,HV434979,111433,21,210172,False,False,125
9514055,HX169161,288886,16,464419,False,False,17
10199751,HY387317,433519,3,447821,True,False,125
20487,HV005095,520497,42,691613,False,False,21
9933318,HY122606,18324,87,30040,True,False,109
10735093,HZ494340,582514,19,742102,False,False,109
9239058,HW385322,223655,32,278780,False,False,109
10009956,HY199303,386372,3,576377,True,False,25
9886551,HX537047,377768,11,208687,False,False,122
10081697,HY270201,404529,15,594439,False,False,125
10565824,HZ313389,533507,10,336147,False,False,125
8750449,HV425456,109430,4,206136,False,False,125
8945193,HV617837,154351,10,281134,True,False,112
8517474,HV194527,56950,24,103612,False,False,125
9471144,HX124334,278474,106,453149,True,False,125
9104337,HW248586,191885,4,16324,False,False,125
9926579,HY115406,16558,39,26717,True,False,125
9369897,HW513042,254146,22,23448,False,False,122
10093958,HY282945,407798,10,7595,False,False,125
9378542,HW521752,256156,1,426578,False,True,109
9052253,HW197660,177834,294,27119,False,False,96
10337359,HY528490,473494,4,141372,False,False,121
10007460,HY197288,386512,39,575890,True,False,125
9524421,HX179085,291186,32,466896,False,False,113
10085838,HY275102,404873,8,595696,False,False,125
8491682,HV168792,51522,1,91807,False,True,109
8603846,HV277863,76764,39,30034,True,False,121
10353867,HY545136,478532,17,292336,False,False,109
9799638,HX448738,356543,35,543873,False,False,121
9347472,HW491134,248906,22,6165,False,False,76
9650062,HX299984,320627,35,500787,False,False,51
8501052,HV178132,53752,7,24682,False,False,72
9678257,HX328153,326733,29,508914,False,False,45
9509154,HX164537,281178,21,463297,False,False,125
9205439,HW351226,216060,55,369648,True,False,125
9228876,HW375134,221569,3,377857,False,False,15
9428002,HW571871,268077,1,11286,False,True,121
10800344,HZ570838,604697,1,758706,False,True,17
9707620,HX357330,34955,26,8355,False,False,125
9252827,HW397979,226842,2,226503,True,False,121
10768927,HZ534355,594444,8,393778,False,False,121
10041737,HY231244,395250,4,584582,False,False,96
9028597,HW172807,173434,8,309673,False,False,135
9095482,HW239653,189751,27,10245,True,False,110
10612881,HZ365538,548323,4,713840,False,False,125
9124897,HW269216,196803,39,129148,True,False,125
9284962,HW429278,233825,32,396695,False,False,111
9531604,HX185100,292618,22,55130,True,False,122
8894190,HV568351,142575,12,262793,False,True,125
10582652,HZ331915,538936,27,3027,True,False,123
8993019,HW139004,165259,10,86847,False,False,125
8929572,HV600054,150276,22,17204,False,False,60
9616570,HX266585,312689,39,491555,True,False,125
9026594,HW173627,159423,24,308962,False,False,109
8541075,HV217066,62736,39,114039,True,False,125
9759026,HX408929,346957,84,532775,True,False,125
9584888,HX235088,304945,27,25332,True,False,63
10050588,HY239729,393656,14,462691,False,False,17
10548057,HZ294307,528039,1,612163,False,True,109
8619219,HV292305,79839,32,40908,False,False,17
8910429,HV583334,146132,110,268512,True,False,125
10623512,HZ376303,550623,16,715828,False,False,125
8595729,HV269494,74887,15,137962,True,False,96
10788843,HZ558423,601026,71,12291,False,False,119
8833459,HV505698,128217,22,2765,False,False,60
9742448,HX392793,342514,8,528177,False,False,113
9183376,HW328226,210603,11,358444,True,False,121
10587895,HZ338497,539836,24,706558,False,False,96
10287660,HY476016,458119,245,236252,False,False,109
8883295,HV557469,139892,8,258723,False,False,112
10470081,HZ208961,512977,44,194489,False,False,109
9202195,HW347416,215128,90,1809,True,False,82
9051090,HW196559,179222,21,168889,False,False,125
9955128,HY143836,23410,154,39171,False,False,109
8701985,HV375076,98145,29,111169,False,False,119
10066292,HY255402,401049,21,590659,False,False,125
8488542,HV165884,12473,32,90375,False,False,109
10388754,HZ125265,489032,1,205313,True,True,125
9327827,HW471410,244251,93,410692,True,False,121
9059601,HW204568,181164,3,319100,False,False,125
9206449,HW352468,216351,3,366911,False,False,96
9724964,HX374903,338619,134,522779,True,False,121
10638510,HZ390108,541484,17,655172,False,False,109
8767086,HV441572,113388,3,27429,False,False,113
9377768,HW521343,256059,3,4679,True,False,103
8911700,HV583296,146122,4,269171,False,False,50
10188974,HY376760,430779,3,375897,False,False,121
9343051,HW486767,247862,66,415569,True,False,15
10390126,HZ127284,489606,3,670073,False,False,125
10306428,HY495101,462917,8,367529,False,False,109
9662469,HX311251,323339,1,504204,False,True,121
10492681,HZ233226,507280,3,682995,False,False,101
9015126,HW162913,169954,11,305451,False,False,17
9622250,HX272057,314008,27,493033,True,False,98
10505754,HZ247405,525554,22,10856,False,False,96
8823173,HV495741,125897,22,97881,True,False,76
9280415,HW425368,233413,1,395366,False,True,17
10113538,HY302861,412580,2,86473,True,False,125
8656226,HV331683,88665,39,165008,True,False,121
8644296,HV319489,86055,1,29937,False,True,109
9999894,HY189730,33729,4,57626,False,False,125
10398940,HZ135705,490549,22,7337,True,False,76
8424577,HV103340,35786,16,60022,False,False,109
9672720,HX322688,325917,82,507355,False,False,125
8790720,HV464665,118624,158,115955,True,False,35
10421873,HZ160475,498413,1,213936,False,True,17
9672045,HX321820,325867,152,507084,True,False,109
9510432,HX165409,288004,244,463509,True,False,132
8791843,HV465312,106258,8,14628,False,False,96
8757127,HV432015,111065,21,208933,False,False,125
10772397,HZ538191,595367,8,752344,False,False,65
10177793,HY366038,427842,21,609117,False,False,125
10528596,HZ271262,7511,22,11972,True,False,122
9495975,HX149191,284397,21,44937,True,False,101
9388205,HW525172,258526,11,429576,False,False,125
9981101,HY171044,29819,1,49747,False,True,109
10392643,HZ129067,490112,32,522227,False,False,113
8749677,HV424502,109372,8,205733,False,False,125
9633564,HX284858,317010,3,496546,False,False,121
8439696,HV117198,39014,98,11150,False,False,109
9288994,HW433897,235462,3,272376,True,False,15
8889965,HV564039,141558,27,21050,False,False,82
9117732,HW262816,195303,44,226956,False,True,125
9614907,HX262951,311273,32,305883,False,False,17
10093709,HY282666,407772,2,597552,True,False,125
10450869,HZ189937,507166,76,63,True,False,56
10378086,HZ114271,519843,61,691144,False,False,109
9784924,HX434138,353007,165,539760,True,False,125
9238530,HW381297,222804,11,381323,False,False,110
10737004,HZ496580,584151,3,30168,False,False,119
8762639,HV437863,112356,32,134245,False,False,109
9672741,HX321523,325683,1,466254,False,True,17
9983152,HY172608,28550,60,50363,False,True,125
9829044,HX477702,363805,7,18397,False,False,113
10655597,HZ405589,558934,82,722963,False,False,135
8892641,HV566776,142213,11,24705,True,False,17
9067921,HW212996,182965,57,322142,False,False,109
9986908,HY177142,31096,10,52168,False,False,125
10008900,HY198527,386763,26,76978,False,False,52
9014991,HW162072,171119,96,305395,False,False,135
8701254,HV376982,98497,1,125236,False,True,17
9838102,HX487491,365933,35,341433,False,False,121
9504695,HX159623,286618,37,461988,False,False,109
10117191,HY305930,413098,16,308596,False,False,109
10736942,HZ496817,584143,23,23251,False,False,109
8748518,HV423650,109215,250,72835,True,False,125
9812419,HX461021,359502,4,29862,False,False,32
9077592,HW222278,185571,10,325416,False,False,125
9219093,HW365766,219374,55,55107,False,True,17
9753947,HX402570,344799,40,531414,False,False,109
9697326,HX347367,331963,63,136966,True,False,121
9317142,HW461035,241819,4,407283,False,True,121
10099503,HY288010,399112,29,598861,False,False,132
10022674,HY212117,390406,7,23553,False,False,109
8852876,HV526095,132819,39,246702,True,False,15
9517093,HX172751,289710,1,203717,False,True,109
10525144,HZ267767,6473,11,10249,False,False,121
9673770,HX324021,326422,76,423302,True,False,15
9711520,HX361624,335379,92,160914,True,False,121
10292512,HY480152,459625,90,646789,False,False,125
8804980,HV478933,121988,44,228404,True,False,121
8731581,HV407777,105697,4,198532,False,False,121
10399017,HZ135740,490569,17,120544,False,False,17
9795926,HX444206,355295,15,542670,False,False,110
9454697,HX107737,274478,1,448698,True,True,109
9076223,HW220702,185179,71,375,True,False,119
9363860,HW506677,252597,27,421903,True,False,17
8853145,HV526465,132929,90,246844,False,False,125
9570867,HX221587,301607,1,51541,False,True,109
8583469,HV257622,72243,22,130922,True,False,122
10432162,HZ170089,501092,8,51856,False,False,125
8822909,HV495494,125479,293,9716,False,False,17
10739628,HZ499345,584843,25,47315,False,False,22
8448830,HV126879,41208,22,4806,True,False,76
9590506,HX241053,306375,16,92861,False,True,17
9640494,HX291061,318422,4,498247,False,False,125
8499816,HV176873,53496,25,4218,False,False,80
9941872,HY130338,20179,19,33736,False,False,17
9190808,HW324367,209719,92,364220,True,False,135
9609445,HX259651,310977,8,99601,False,False,125
10593668,HZ345165,542034,8,666662,False,False,125
10341818,HY532515,474798,74,541634,True,False,125
10184870,HY372491,429600,3,9525,True,False,125
9688180,HX338242,329681,3,511896,False,False,121
9450610,HX103233,273527,16,447788,False,False,109
8604265,HV278154,74894,7,141764,False,False,109
10077186,HY266100,403799,44,91151,False,False,125
8486993,HV163940,50259,4,89387,False,False,50
10260296,HY447627,450197,167,291228,False,False,125
10595142,HZ346601,543285,87,282406,True,False,121
10397434,HZ133547,399343,159,588792,True,False,41
9290517,HW435588,235513,16,398767,False,False,109
9541233,HX194475,294920,44,471095,False,False,125
8900588,HV574843,144132,22,256364,False,False,122
9099959,HW244344,190920,5,333007,False,False,15
8491469,HV161225,49650,39,91668,True,False,121
9024053,HW171340,173018,3,308187,False,False,110
9794517,HX443291,355248,39,431116,True,False,125
9087457,HW232233,187984,198,27514,True,False,103
9646105,HX297024,319852,21,499946,False,False,101
8947891,HV619933,154873,72,281892,True,False,99
10795778,HZ566264,603187,4,464990,False,False,125
9092965,HW236488,189253,19,52152,False,False,109
10433889,HZ171588,501541,10,678718,False,False,125
9733344,HX383387,340749,55,525350,False,True,109
9650028,HX300347,320579,24,500782,False,False,20
9646169,HX297271,289840,14,36997,False,False,109
8862808,HV536460,135174,3,67787,False,False,121
9036713,HW183310,175939,15,312073,True,False,96
10555818,HZ302414,530443,8,502983,False,False,121
8441526,HV119589,39589,1,67882,False,False,109
10596258,HZ347508,543551,87,461376,True,False,125
10031800,HY221533,392720,10,582141,False,False,125
9747155,HX396677,342956,4,54007,False,False,96
9900553,HX551170,380754,8,570025,False,False,96
9794669,HX438111,355305,1,542384,False,True,17
10156124,HY344917,422728,21,613176,True,False,125
8844806,HV518289,131044,24,83392,False,False,125
9143242,HW288309,201189,1,36220,False,True,17
8480844,HV157320,47921,10,86370,False,False,125
9522384,HX177438,290800,69,466385,True,False,125
9231945,HW378157,221972,8,290519,False,False,101
9593795,HX244099,283975,19,4275,False,False,119
8554223,HV229887,65705,66,119923,True,False,125
9326005,HW469200,242422,32,300968,False,False,109
9323210,HW466457,243172,26,409129,True,False,121
9652568,HX302964,321321,76,224947,True,False,121
9409905,HW553282,262562,17,434724,False,True,109
8994836,HW142117,166046,39,238595,True,False,109
10571541,HZ318201,537009,29,284100,False,False,17
9614669,HX264050,312010,4,490814,False,False,125
10562862,HZ308700,536911,24,230438,False,False,22
9474221,HX127625,279205,85,26282,True,False,84
10611434,HZ364419,548307,16,713738,False,False,125
9307141,HW451239,238945,32,404075,False,False,109
9297160,HW442306,237486,21,401029,False,True,125
8642968,HV317793,85694,8,24242,False,True,17
9192390,HW335814,206732,121,4009,False,False,57
9382402,HW525351,256976,66,76019,True,False,121
10379643,HZ115671,486244,10,667672,False,False,125
10117875,HY306419,413343,37,507364,False,True,17
9097324,HW242065,190394,55,332163,False,True,121
8841667,HV514494,130044,29,242351,True,False,111
8453969,HV131330,41978,32,73519,False,False,17
9022532,HW169844,172800,1,220447,False,True,121
9105330,HW249765,192227,2,154474,False,False,109
8505490,HV182407,54769,16,98040,False,False,109
9171771,HW316462,207943,229,357540,False,False,53
8784140,HV457990,117099,87,60418,True,False,121
10597438,HZ348589,542843,4,709273,False,False,135
10382433,HZ118796,487272,7,668370,False,False,19
10589580,HZ340362,541345,29,707877,False,False,111
9229177,HW375193,221560,7,97826,False,False,96
10469439,HZ208129,512701,3,686809,False,False,15
9095239,HW232522,188022,92,331247,True,False,135
9418447,HW561820,265796,44,438803,False,True,17
10712278,HZ470074,574901,4,736097,False,False,125
10209232,HY395536,435963,49,215847,False,False,127
9098965,HW243692,190673,27,172986,True,False,113
8457036,HV125118,42941,76,74832,True,False,109
10043027,HY232354,395498,87,26779,True,False,125
8845282,HV518823,130419,21,133305,False,False,125
8462747,HV139704,12476,11,77731,False,False,44
9053665,HW198783,179767,4,317217,False,False,125
9905395,HX555972,382367,3,571180,False,False,15
8547261,HV223247,64166,246,116812,True,False,15
8672745,HV340302,89950,7,171955,False,False,111
8800410,HV473918,120822,76,226374,True,False,121
9561045,HX212802,299445,1,476162,False,True,121
9836393,HX486151,365609,11,504539,True,True,17
8700298,HV376786,98671,27,96021,True,False,46
9416812,HW560121,265419,226,335165,False,False,125
10715396,HZ473428,577524,12,738225,False,False,111
10340877,HY531637,474532,76,235166,True,False,121
9295398,HW440004,236659,11,400306,False,True,109
10685166,HZ438534,568004,180,730561,False,False,17
10707304,HZ463954,575050,95,66082,False,False,121
9795867,HX444404,355456,3,542644,False,False,121
8842826,HV515458,130431,2,41717,True,False,125
9399724,HW542595,260839,8,433040,False,False,121
10622339,HZ375299,551267,27,716277,False,True,110
10573296,HZ321127,535555,37,243257,False,False,109
8642517,HV317813,85695,90,99279,True,False,52
9065148,HW209212,182342,11,321007,False,False,109
8478309,HV153287,47744,3,85007,False,True,121
10165320,HY352231,424893,37,526515,False,False,109
10553523,HZ299837,529396,4,698242,False,False,125
10566505,HZ314228,533981,44,14997,True,False,121
10275396,HY463011,454735,1,642696,False,True,17
8958727,HW107915,157764,4,76796,False,False,125
9510513,HX165423,287765,24,463538,False,False,113
9948317,HY137015,21908,1,36646,False,True,17
9514682,HX170144,289101,92,268780,True,False,121
8699162,HV375514,97680,32,40205,False,False,17
8477882,HV153986,47496,11,84742,False,False,121
9736519,HX386691,341547,1,504061,False,True,125
